idx,charterer,ship,type,fleet,loaded,delivered,bl,year,month,load_port,disch_port,region,distance,src
12-2021 ALA,KMG TRADING AG,Alatau,Alatau-Aframax,Own fleet,84947.0,84947.0,2021-09-05,2021,9,CPC,Haifa,Black-Med,Middle,2026-08-12
50-2021-S,KMG TRADING AG,Aristofanis,Aframax,3rd party,79813.0,79813.0,2021-09-07,2021,9,Novorossiysk,Trieste,Black-Med,Middle,2026-08-12
52-2021-S,KMG TRADING AG,Free Spirit,Aframax,3rd party,80179.0,80179.0,2021-09-16,2021,9,Novorossiysk,Pachi Megara,Black-Med,Middle,2026-08-12
51-2021-S,KMG TRADING AG,Alexia,Aframax,3rd party,80858.0,80858.0,2021-09-11,2021,9,CPC,Aliaga,Black-Med,Middle,2026-08-12
14-2021 ALT,KMG TRADING AG,Altai,Altai-Aframax,Own fleet,80907.0,80907.0,2021-09-21,2021,9,CPC,Omisalj,Black-Med,Middle,2026-08-12
13-2021 ALA,KMG TRADING AG,Alatau,Alatau-Aframax,Own fleet,83085.0,83085.0,2021-09-26,2021,9,Novorossiysk,Midia,Black-Black,Short,2026-08-12
53-2021-S,KMG TRADING AG,Banda Sea,Aframax,3rd party,81000.0,81000.0,2021-09-30,2021,9,CPC,Thessaloniki,Black-Med,Middle,2026-08-12
54-2021-S,KMG TRADING AG,SEAVOYAGER,Aframax,3rd party,79993.0,79993.0,2021-10-11,2021,10,Novorossiysk,Midia,Black-Black,Short,2026-08-12
14-2021 ALA,KMG TRADING AG,Alatau,Alatau-Aframax,Own fleet,89716.0,89716.0,2021-10-12,2021,10,CPC,Aliaga,Black-Med,Middle,2026-08-12
15-2021 ALT,OILMAR SHIPPING AND CHARTERING DMCC,Altai,Altai-Aframax,Own fleet,91939.91,91939.91,2021-10-14,2021,10,Supsa,Augusta/Bizerte,Black-Med,Middle,2026-08-12
57-2021-S,KMG TRADING AG,NORDORCHID,Aframax,3rd party,87400.0,87400.0,2021-10-17,2021,10,CPC,Trieste,Black-Med,Middle,2026-08-12
55-2021-S,KMG TRADING AG,NEVSKIY PROSPECT,Aframax,3rd party,79797.0,79797.0,2021-10-18,2021,10,Novorossiysk,Midia,Black-Black,Short,2026-08-12
56-2021-S,KMG TRADING AG,DUGI OTOK,Aframax,3rd party,84946.0,84946.0,2021-10-21,2021,10,CPC,Tutunciftlik/Botas,Black-Med,Middle,2026-08-12
59-2021-S,KMG TRADING AG,SEAVOYAGER,Aframax,3rd party,84951.0,84951.0,2021-10-26,2021,10,CPC,Trieste,Black-Med,Middle,2026-08-12
60-2021-S,KMG TRADING AG,LIGOVSKY PROSPECT,Aframax,3rd party,78617.0,78617.0,2021-10-26,2021,10,Novorossiysk,Midia,Black-Black,Short,2026-08-12
58-2021-S,KMG TRADING AG,FREE SPIRIT,Aframax,3rd party,84930.0,84930.0,2021-10-29,2021,10,CPC,Midia,Black-Black,Short,2026-08-12
62-2021-S,KMG TRADING AG,LIGOVSKY PROSPECT,Aframax,3rd party,80079.0,80079.0,2021-11-06,2021,11,Novorossiysk,Midia,Black-Black,Short,2026-08-12
61-2021-S,KMG TRADING AG,NEVSKIY PROSPECT,Aframax,3rd party,79906.0,79906.0,2021-11-13,2021,11,Novorossiysk,Trieste,Black-Med,Middle,2026-08-12
63-2021-S,KMG TRADING AG,NISSOS CHRISTIANA,Aframax,3rd party,80077.0,80077.0,2021-11-13,2021,11,CPC,Haifa/Ashkelon,Black-Med,Middle,2026-08-12
65-2021-S,KMG TRADING AG,BANDA SEA,Aframax,3rd party,80091.0,80091.0,2021-11-22,2021,11,Novorossiysk,Midia,Black-Black,Short,2026-08-12
64-2021-S,KMG TRADING AG,MINERVA CORALIA,Aframax,3rd party,83965.0,83965.0,2021-11-24,2021,11,CPC,Tarragona,Black-Med,Middle,2026-08-12
16-2021 ALT,KMG TRADING AG,Altai,Altai-Aframax,Own fleet,93448.0,93448.0,2021-11-24,2021,11,CPC,Aliaga,Black-Med,Middle,2026-08-12
15-2021 ALA,KMG TRADING AG,Alatau,Alatau-Aframax,Own fleet,79080.0,79080.0,2021-12-11,2021,12,Novorossiysk,Midia,Black-Black,Short,2026-08-12
66-2021-S,KMG TRADING AG,BANDA SEA,Aframax,3rd party,81941.0,81941.0,2021-12-07,2021,12,CPC,Trieste,Black-Med,Middle,2026-08-12
67-2021-S,KMG TRADING AG,DUGI OTOK,Aframax,3rd party,80008.0,80008.0,2021-12-17,2021,12,Novorossiysk,Midia,Black-Black,Short,2026-08-12
68-2021-S,KMG TRADING AG,Syra,Aframax,3rd party,81953.0,81953.0,2021-12-14,2021,12,CPC,Trieste,Black-Med,Middle,2026-08-12
69-2021-S,KMG TRADING AG,Nordbay,Aframax,3rd party,80081.0,80081.0,2021-12-20,2021,12,Novorossiysk,Midia,Black-Black,Short,2026-08-12
70-2021-S,KMG TRADING AG,Leo Sun,Aframax,3rd party,81972.0,81972.0,2021-12-17,2021,12,CPC,Gdansk,Black-Baltic,Short,2026-08-12
17-2021 ALT,UML MIDDLE EAST DMCC,Altai,Altai-Aframax,Own fleet,83145.13,83145.13,2021-12-18,2021,12,Ceyhan,Milazzo,Med-Med,Short,2026-08-12
71-2021-S,KMG TRADING AG,Abliani,Aframax,3rd party,81893.0,81893.0,2021-12-24,2021,12,CPC,Omisalj,Black-Med,Middle,2026-08-12
72-2021-S,KMG TRADING AG,Matilda,Aframax,3rd party,92972.0,92972.0,2021-12-27,2021,12,CPC,Midia,Black-Black,Short,2026-08-12
73-2021-S,KMG TRADING AG,Gold,Aframax,3rd party,80106.0,80106.0,2021-12-30,2021,12,Novorossiysk,Midia,Black-Black,Short,2026-08-12
74-2021-S,KMG TRADING AG,DUGI OTOK,Aframax,3rd party,94984.0,94984.0,2022-01-02,2022,1,CPC,Israel,Black-Med,Middle,2026-08-12
76-2021-S,KMG TRADING AG,Gold,Aframax,3rd party,94997.0,94997.0,2022-01-10,2022,1,CPC,Trieste,Black-Med,Middle,2026-08-12
16-2021 ALA,OILMAR SHIPPING AND CHARTERING DMCC,Alatau,Alatau-Aframax,Own fleet,79979.0,79979.0,2022-01-08,2022,1,Novorossiysk,Tutunciftlik,Black-Med,Middle,2026-08-12
77-2021-S,KMG TRADING AG,STEALTH HARALAMBOS,Aframax,3rd party,94950.0,94950.0,2022-01-12,2022,1,CPC,Pachi Megara,Black-Med,Middle,2026-08-12
75-2021-S,KMG TRADING AG,FREE SPIRIT,Aframax,3rd party,76816.0,76816.0,2022-01-13,2022,1,Novorossiysk,Midia,Black-Black,Short,2026-08-12
01-2022-S,KMG TRADING AG,PROMETHEUS ENERGY,Aframax,3rd party,94985.0,94985.0,2022-01-20,2022,1,CPC,Ashkelon,Black-Med,Middle,2026-08-12
01-2022 ALT,KMG TRADING AG,Altai,Altai-Aframax,Own fleet,75399.0,75399.0,2022-01-25,2022,1,Novorossiysk,Burgas,Black-Black,Short,2026-08-12
01-2022 ALA,KMG TRADING AG,Alatau,Alatau-Aframax,Own fleet,72003.0,72003.0,2022-01-26,2022,1,Novorossiysk,Midia,Black-Black,Short,2026-08-12
02-2022-S,KMG TRADING AG,IRIDESCENT,Aframax,3rd party,67700.0,67700.0,2022-01-27,2022,1,Novorossiysk,Midia,Black-Black,Short,2026-08-12
03-2022-S,KMG TRADING AG,JUPITER SUN,Aframax,3rd party,94977.0,94977.0,2022-01-28,2022,1,CPC,Trieste,Black-Med,Middle,2026-08-12
04-2022-S,KMG TRADING AG,VALLESINA,Aframax,3rd party,89944.0,89944.0,2022-02-05,2022,2,CPC,Haifa,Black-Med,Middle,2026-08-12
05-2022-S,KMG TRADING AG,NS AFRICA,Aframax,3rd party,89896.0,89896.0,2022-02-06,2022,2,CPC,Ashkelon,Black-Med,Middle,2026-08-12
02-2022 ALT,KMG TRADING AG,Altai,Altai-Aframax,Own fleet,89979.0,89979.0,2022-02-04,2022,2,CPC,Trieste,Black-Med,Middle,2026-08-12
06-2022-S,KMG TRADING AG,IRIDESCENT,Aframax,3rd party,89983.0,89983.0,2022-02-11,2022,2,CPC,Trieste,Black-Med,Middle,2026-08-12
02-2022 ALA,KMG TRADING AG,Alatau,Alatau-Aframax,Own fleet,80002.0,80002.0,2022-02-16,2022,2,Novorossiysk,Midia,Black-Black,Short,2026-08-12
08-2022-S,KMG TRADING AG,SYROS WARRIOR,Aframax,3rd party,84971.0,84971.0,2022-02-19,2022,2,CPC,Castellon,Black-Med,Middle,2026-08-12
09-2022-S,KMG TRADING AG,NISSOS SERIFOS,Aframax,3rd party,80352.0,80352.0,2022-02-23,2022,2,CPC,Trieste,Black-Med,Middle,2026-08-12
07-2022-S,KMG TRADING AG,New Amorgos,Aframax,3rd party,80080.0,80080.0,2022-02-23,2022,2,Novorossiysk,Midia,Black-Black,Short,2026-08-12
10-2022-S,KMG TRADING AG,Agios Gerasimos,Aframax,3rd party,89981.0,89981.0,2022-02-26,2022,2,CPC,Aliaga,Black-Med,Middle,2026-08-12
11-2022-S,KMG TRADING AG,Aries Sun,Aframax,3rd party,79879.0,79879.0,2022-02-28,2022,2,Novorossiysk,Midia,Black-Black,Short,2026-08-12
03-2022 ALA,Litasco SA,Alatau,Alatau-Aframax,Own fleet,80083.0,80083.0,2022-03-01,2022,3,CPC,Haifa,Black-Med,Middle,2026-08-12
03-2022 ALT,KMG TRADING AG,Altai,Altai-Aframax,Own fleet,85893.0,85893.0,2022-03-06,2022,3,CPC,Aliaga,Black-Med,Middle,2026-08-12
12-2022-S,KMG TRADING AG,Semeru,Aframax,3rd party,85897.0,85897.0,2022-03-10,2022,3,CPC,Trieste,Black-Med,Middle,2026-08-12
13-2022-S,KMG TRADING AG,Merbabu,Aframax,3rd party,85973.0,85973.0,2022-03-13,2022,3,CPC,Trieste,Black-Med,Middle,2026-08-12
14-2022-S,KMG TRADING AG,ANAFI WARRIOR,Aframax,3rd party,93472.0,93472.0,2022-03-16,2022,3,CPC,FOS,Black-Med,Middle,2026-08-12
15-2022-S,KMG TRADING AG,Captain A. Stellatos,Aframax,3rd party,85971.0,85971.0,2022-03-29,2022,3,CPC,Thessaloniki,Black-Med,Middle,2026-08-12
04-2022 ALT,KMG TRADING AG,Altai,Altai-Aframax,Own fleet,89985.0,89985.0,2022-04-01,2022,4,CPC,Trieste,Black-Med,Middle,2026-08-12
17-2022-S,KMG TRADING AG,NISSOS SERIFOS,Aframax,3rd party,80080.0,80080.0,2022-04-04,2022,4,Novorossiysk,Midia,Black-Black,Short,2026-08-12
16-2022-S,KMG TRADING AG,STEALTH HARALAMBOS,Aframax,3rd party,98074.0,98074.0,2022-04-08,2022,4,CPC,Tutunciftlik/Aliaga,Black-Med,Middle,2026-08-12
04-2022 ALA,KMG TRADING AG,Alatau,Alatau-Aframax,Own fleet,93412.0,93412.0,2022-04-09,2022,4,CPC,Midia,Black-Black,Short,2026-08-12
19-2022-S,KMG TRADING AG,New Amorgos,Aframax,3rd party,100069.44,100069.44,2022-04-23,2022,4,Ust-Luga,Midia,Baltic-Black,Long,2026-08-12
18-2022-S,KMG TRADING AG,Delta Commander,Suezmax,3rd party,132011.0,132011.0,2022-04-24,2022,4,CPC,Thessaloniki,Black-Med,Middle,2026-08-12
20-2022-S,KMG TRADING AG,Melodia,Suezmax,3rd party,132264.0,132264.0,2022-04-28,2022,4,CPC,Trieste,Black-Med,Middle,2026-08-12
05-2022 ALA,KMG TRADING AG,Alatau,Alatau-Aframax,Own fleet,80289.0,80289.0,2022-05-01,2022,5,Novorossiysk,Midia,Black-Black,Short,2026-08-12
05-2022 ALT,KMG TRADING AG,Altai,Altai-Aframax,Own fleet,94935.0,94935.0,2022-05-03,2022,5,CPC,Sarroch,Black-Med,Middle,2026-08-12
21-2022-S,KMG TRADING AG,Agios Gerasimos,Aframax,3rd party,98743.0,98743.0,2022-05-07,2022,5,CPC,FOS,Black-Med,Middle,2026-08-12
22-2022-S,KMG TRADING AG,NISSOS CHRISTIANA,Aframax,3rd party,92902.0,92902.0,2022-05-15,2022,5,CPC,Pachi Megara,Black-Med,Middle,2026-08-12
06-2022 ALA,KMG TRADING AG,Alatau,Alatau-Aframax,Own fleet,84901.0,84901.0,2022-05-17,2022,5,CPC,Midia,Black-Black,Short,2026-08-12
23-2022-S,KMG TRADING AG,Minerva Kythnos,Suezmax,3rd party,93900.0,93900.0,2022-05-21,2022,5,CPC,Ashkelon,Black-Med,Middle,2026-08-12
07-2022 ALA,KMG TRADING AG,Alatau,Alatau-Aframax,Own fleet,96991.0,96991.0,2022-05-24,2022,5,CPC,Trieste,Black-Med,Middle,2026-08-12
24-2022-S,KMG TRADING AG,New Amorgos,Aframax,3rd party,79979.0,79979.0,2022-05-26,2022,5,Novorossiysk,Midia,Black-Black,Short,2026-08-12
06-2022 ALT,KMG TRADING AG,Altai,Altai-Aframax,Own fleet,84952.0,84952.0,2022-05-30,2022,5,CPC,Midia,Black-Black,Short,2026-08-12
25-2022-S,KMG TRADING AG,SEATRIBUTE,Aframax,3rd party,85965.0,85965.0,2022-06-04,2022,6,CPC,NEW MALGALORE,Black-India,Long,2026-08-12
07-2022 ALT,KMG TRADING AG,Altai,Altai-Aframax,Own fleet,94953.0,94953.0,2022-06-12,2022,6,CPC,Aliaga/Ceyhan,Black-Med,Middle,2026-08-12
08-2022 ALA,KMG TRADING AG,Alatau,Alatau-Aframax,Own fleet,89952.0,89952.0,2022-06-16,2022,6,CPC,Midia,Black-Black,Short,2026-08-12
27-2022-S,KMG TRADING AG,Vallesina,Aframax,3rd party,94481.618,94481.618,2022-06-20,2022,6,CPC,Ashkelon,Black-Med,Middle,2026-08-12
09-2022 ALA,KMG TRADING AG,Alatau,Alatau-Aframax,Own fleet,94956.0,94956.0,2022-06-22,2022,6,CPC,Pachi Megara,Black-Med,Middle,2026-08-12
26-2022-S,KMG TRADING AG,New Amorgos,Aframax,3rd party,79903.0,79903.0,2022-06-21,2022,6,Novorossiysk,Midia,Black-Black,Short,2026-08-12
28-2022-S,KMG TRADING AG,PROMETHEUS ENERGY,Aframax,3rd party,86899.053,86899.053,2022-06-28,2022,6,CPC,Constanta,Black-Black,Short,2026-08-12
29-2022-S,KMG TRADING AG,Delta Star,Aframax,3rd party,80703.0,80703.0,2022-06-30,2022,6,CPC,Tutunciftlik,Black-Med,Middle,2026-08-12
30-2022-S,KMG TRADING AG,SEA URCHIN,Aframax,3rd party,94971.0,94971.0,2022-07-02,2022,7,CPC,Sarroch,Black-Med,Middle,2026-08-12
08-2022 ALT,KMG TRADING AG,Altai,Altai-Aframax,Own fleet,92989.0,92989.0,2022-07-05,2022,7,CPC,Midia,Black-Black,Short,2026-08-12
31-2022-S,KMG TRADING AG,New Amorgos,Aframax,3rd party,79715.0,79715.0,2022-07-08,2022,7,Novorossiysk,Midia,Black-Black,Short,2026-08-12
09-2022 ALT,KMG TRADING AG,Altai,Altai-Aframax,Own fleet,90897.0,90897.0,2022-07-17,2022,7,CPC,Aliaga,Black-Med,Middle,2026-08-12
32-2022-S,KMG TRADING AG,MINERVA ELEFTHERIA,Aframax,3rd party,91826.0,91826.0,2022-07-18,2022,7,CPC,Haifa/Ashkelon,Black-Med,Middle,2026-08-12
10-2022 ALA,KMG TRADING AG,Alatau,Alatau-Aframax,Own fleet,80429.0,80429.0,2022-07-19,2022,7,Novorossiysk,Midia,Black-Black,Short,2026-08-12
33-2022-S,KMG TRADING AG,New Amorgos,Aframax,3rd party,80001.0,80001.0,2022-07-23,2022,7,Novorossiysk,Midia,Black-Black,Short,2026-08-12
11-2022 ALA,KMG TRADING AG,Alatau,Alatau-Aframax,Own fleet,80081.0,80081.0,2022-07-26,2022,7,Novorossiysk,Midia,Black-Black,Short,2026-08-12
34-2022-S,KMG TRADING AG,Flavin,Aframax,3rd party,80033.0,80033.0,2022-07-28,2022,7,CPC,NEW MALGALORE,Black-India,Long,2026-08-12
10-2022 ALT,KMG TRADING AG,Altai,Altai-Aframax,Own fleet,79782.0,79782.0,2022-08-04,2022,8,CPC,Aliaga,Black-Med,Middle,2026-08-12
12-2022 ALA,KMG TRADING AG,Alatau,Alatau-Aframax,Own fleet,80059.0,80059.0,2022-08-08,2022,8,CPC,Midia,Black-Black,Short,2026-08-12
35-2022-S,KMG TRADING AG,New Amorgos,Aframax,3rd party,79772.0,79772.0,2022-08-09,2022,8,Novorossiysk,Midia,Black-Black,Short,2026-08-12
13-2022 ALA,KMG TRADING AG,Alatau,Alatau-Aframax,Own fleet,80022.0,80022.0,2022-08-18,2022,8,CPC,Constanta,Black-Black,Short,2026-08-12
11-2022 ALT,KMG TRADING AG,Altai,Altai-Aframax,Own fleet,80352.0,80352.0,2022-08-19,2022,8,Novorossiysk,Midia,Black-Black,Short,2026-08-12
36-2022-S,KMG TRADING AG,New Amorgos,Aframax,3rd party,80176.0,80176.0,2022-08-23,2022,8,Novorossiysk,Midia,Black-Black,Short,2026-08-12
14-2022 ALA,KMG TRADING AG,Alatau,Alatau-Aframax,Own fleet,97483.0,97483.0,2022-08-30,2022,8,CPC,Haifa,Black-Med,Middle,2026-08-12
37-2022-S,KMG TRADING AG,Minerva Gloria,Aframax,3rd party,96235.0,96235.0,2022-09-02,2022,9,CPC,Haifa,Black-Med,Middle,2026-08-12
